"Nazwa","Cena","Popularność","RAM(GB)","GPU","Pamięć GPU(GB)","CPU","Taktowanie(GHz)","Rdzenie","Wątki","Przekątna","System","Indeks"
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 24 GB RAM / 1 TB SSD PCIe",2799.0,1,24,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",931
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 24 GB RAM / 512 GB SSD PCIe / 512 GB SSD",2799.0,0,24,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",932
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 8 GB RAM / 512 GB SSD PCIe / 1 TB SSD",2799.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",933
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 512 GB SSD PCIe / 1 TB SSD / Windows 11 S",2799.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",934
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 1 TB SSD PCIe / 512 GB SSD / Windows 11 S",2799.0,0,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",935
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 1 TB SSD PCIe / 1 TB SSD / Windows 11 S",2799.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",936
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 2 TB SSD PCIe / 256 GB SSD / Windows 11 S",2799.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",937
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 2 TB SSD PCIe / 512 GB SSD / Windows 11 S",2799.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",938
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 2 TB SSD PCIe / Windows 11 S",2799.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",939
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 2 TB SSD PCIe / Windows 11 S",2799.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",940
"Lenovo IdeaPad 3 17IML05 81WC006GMH",2799.0,0,8,"Intel UHD Graphics 620",0,"Intel Core i5-10210U",1.6,4,8,17.3,"Windows 10 Home",941
"HP IdeaPad Flex 5 14ARE05 (81X2000HUS)",2799.0,0,4,"AMD Radeon RX Vega 5",0,"AMD Ryzen 3 4300U",2.7,4,4,14.0,"Windows 10 Home",942
"HP 17-BY4008 (389F0UAR)",2799.0,1,8,"Intel Iris Xe",0,"Intel Core i3-1125G4",2.0,4,8,17.3,"Windows 10 Home",943
"HP Pavilion 13-bb0003nl (342P4EA)",2799.0,1,8,"Intel Iris Xe",0,"Intel Core i7-1165G7",2.8,4,8,13.3,"Windows 10 Home",944
"HP 17-cn0013dx (37P29UA 256SSD)",2799.0,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,17.3,"Windows 10 Home",945
"HP 17-by2018ds (22C73UAR)",2799.0,0,8,"Intel UHD Graphics 600",0,"Intel Celeron N4020",1.1,2,2,17.3,"Windows 10 Home",946
"HP 15s-eq2185nw (5T5Z3EA)",2799.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 11 Home",947
"HP 250 G8 (27K4TEA)",2799.0,2,16,"Intel UHD Graphics 600",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",948
"HP Pavilion 13-bb0005nl (342P6EAR#ABZ)",2799.0,0,8,"Intel Iris Xe",0,"Intel Core i7-1165G7",2.8,4,8,13.3,"Windows 10 Home",949
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2799.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",950
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2799.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Home",951
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 16 GB RAM / 1 TB SSD PCIe / 1 TB SSD",2799.0,0,16,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",952
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 16 GB RAM / 2 TB SSD PCIe / 256 GB SSD",2799.0,0,16,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",953
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 2 TB SSD PCIe / 512 GB SSD",2799.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",954
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 16 GB RAM / 2 TB SSD PCIe / 512 GB SSD",2799.0,0,16,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",955
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 512 GB SSD PCIe / 2 TB SSD",2799.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",956
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2799.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 11 Home",957
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 512 GB SSD PCIe / 2 TB SSD",2799.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",958
"Lenovo IdeaPad Flex 5 14IIL05 (81X1000NUS)",2799.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,14.0,"Windows 10 S",959
"HP 14s-fq0037nw Ryzen 5 4500U / 8 GB / W10 / 512 GB (37J45EA)",2799.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 4500U",2.3,6,6,14.0,"Windows 10 Home",960
"Lenovo IdeaPad 3 15ABA7 (82RN0055PB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2799.0,0,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5625U",2.3,6,12,15.6,"Windows 10 Home",961
"Lenovo IdeaPad 3 15ABA7 (82RN0055PB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2799.0,0,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5625U",2.3,6,12,15.6,"Windows 11 Home",962
"Lenovo IdeaPad 3 15IAU7 (82RK006LPB) / 16 GB RAM / 512 GB SSD PCIe / Windows 10 Pro",2799.0,2,16,"Intel UHD Graphics Xe",0,"Intel Core i3-1215U",1.2,6,8,15.6,"Windows 10 Pro",963
"Lenovo IdeaPad Flex 5 14IARE05 (81X2009YUS)",2799.0,0,8,"AMD Radeon RX Vega 5",0,"AMD Ryzen 3 4300U",2.7,4,4,14.0,"Windows 10 Home",964
"Lenovo IdeaPad Flex 5 14ITL05 (82HS0008US)",2799.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,14.0,"Windows 10 Home",965
"Lenovo IdeaPad 3 15ABA7 (82RN0053PB) / 16 GB RAM / 512 GB SSD PCIe / Windows 10 Pro",2799.0,0,16,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,15.6,"Windows 10 Pro",966
"Lenovo IdeaPad 3 17ITL6 (82H900TSPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2799.0,1,8,"Intel UHD Graphics Xe",0,"Intel Core i5-1135G7",2.4,4,8,17.3,"Windows 11 Home",967
"Lenovo IdeaPad 3 15ITL6 Core i5-1135G7 / 8 GB / 512 GB (82H8019QPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Pro",2799.0,5,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Pro",968
"Hiro BX151 (NBC-BX1513I3-H02)",2788.08,0,16,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",969
"HP 255 G7 (2D232EA) 16 GB RAM/ 1 TB M.2 PCIe/",2072.47,7,16,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Brak",970
"Asus VivoBook 15 (X509FA-EJ075T)",2842.0,1,4,"Intel UHD Graphics 620",0,"Intel Core i3-8145U",2.1,2,4,15.6,"Windows 10 Home",971
"HP 17-cn2063cl i5-1235U / 12 GB / 512 GB / W11 (641G6UA)",2846.82,2,8,"Intel Iris Xe",0,"Intel Core i5-1235U",0.9,10,12,17.3,"Windows 11 Home",972
"HP 250 G7 (14Z75EA) / 8 GB RAM / 512 GB SSD PCIe",2849.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Brak",973
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 20 GB RAM / 2 TB SSD PCIe / Windows 10 S",2849.0,1,20,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",974
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 2 TB SSD PCIe / 2 TB SSD",2849.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",975
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 12 GB RAM / 1 TB SSD PCIe / 512 GB SSD",2849.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",976
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 16 GB RAM / 1 TB SSD PCIe / 256 GB SSD",2849.0,1,16,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",977
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 8 GB RAM / 2 TB SSD PCIe",2849.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",978
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 512 GB SSD PCIe / 1 TB SSD / Windows 11 S",2849.0,0,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",979
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 1 TB SSD PCIe / 1 TB SSD / Windows 11 S",2849.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",980
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 2 TB SSD PCIe / Windows 11 S",2849.0,0,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",981
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 256 GB SSD PCIe / 2 TB SSD / Windows 11 S",2849.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",982
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 512 GB SSD PCIe / 256 GB SSD / Windows 10 Home",2849.0,2,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",983
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2849.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Home",984
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 24 GB RAM / 1 TB SSD PCIe / 1 TB SSD",2849.0,0,24,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",985
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 24 GB RAM / 2 TB SSD PCIe / 256 GB SSD",2849.0,0,24,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",986
"Lenovo IdeaPad 3 15ITL6 Core i5-1135G7 / 8 GB / 512 GB (82H8019QPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Pro",2849.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Pro",987
"Lenovo IdeaPad 3 15ITL6 Core i5-1135G7 / 8 GB / 512 GB (82H8019QPB) / 12 GB RAM / 512 GB SSD PCIe / Windows 11 Pro",2849.0,2,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Pro",988
"Dell Vostro 3510 i3-1115G4 / 8 GB / 256 GB / W11 Pro (N8802VN3510EMEA01_N1)",2851.99,11,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Pro",989
"Lenovo IdeaPad 5 14ALC05 Ryzen 5 5500U / 8 GB / 512 GB / W11 (82LM00M9PB)",2864.6,10,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5500U",2.1,6,12,14.0,"Windows 11 Home",990
"HP 255 G7 (15A08EA) 8 GB RAM/ 256 GB M.2 PCIe/ Windows 10 Home",2956.18,1,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",991
"Lenovo V15 G3 IAP (82TT006EPB)",2870.99,0,8,"Intel UHD Graphics Xe",0,"Intel Core i3-1215U",1.2,6,8,15.6,"Windows 11 Home",992
"Dynabook Satellite Pro C50-G-104",2877.89,0,8,"Intel UHD Graphics 620",0,"Intel Core i3-10110U",2.1,2,4,15.6,"Brak",993
"HP 15-db1019nw (9CK32EA)",2883.0,1,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.5,"Windows 10 Home",994
"HP 15-db1032nw (9PX61EA)",2893.0,0,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 2200U",2.5,2,4,15.6,"Brak",995
"Acer Aspire 3 A317-53 (NX.AD0EP.00Q)",1999.0,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,17.3,"Windows 11 Home",996
"HP Pavilion x360 14-cd0957nd (4AZ22EAR)",2899.0,1,8,"Intel HD Graphics 620",0,"Intel Core i5-8250U",1.6,4,8,14.0,"Windows 10 Home",997
"HP 15s-fq1000nw (8RU53EA)",2899.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",998
"Lenovo Ideapad 710S-13IKB (80VQ0018UK)",2899.0,1,8,"Intel HD Graphics 620",0,"Intel Core i5-7200U",2.5,2,4,13.3,"Windows 10 Home",999
"HP 17-by2000nw (9CU00EA)",2899.0,1,8,"Intel UHD Graphics 620",0,"Intel Core i5-10210U",1.6,4,8,17.3,"Windows 10 Home",1000
"Lenovo Ideapad 3-15IIL (81WE0048PB)",2899.0,1,8,"Intel UHD Graphics 620",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",1001
"Asus VivoBook 15 X512 (X512FJ-EJ073T)",2899.0,1,8,"NVIDIA GeForce MX230",2,"Intel Core i7-8565U",1.8,4,8,15.6,"Windows 10 Home",1002
"HP 15s-fq1442nd (8BQ25EA)",2899.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",1003
"HP 15s-fq1133nw (1P8H6EA)",2899.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",1004
"HP 15s-fq1050nd (10C01EAR)",2899.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",1005
"HP 250 G7 (14Z75EA) / 16 GB RAM / 256 GB SSD PCIe",2899.0,1,16,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Brak",1006
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 1 TB SSD PCIe / 1 TB SSD / Windows 10 Home",2899.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",1007
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 2 TB SSD PCIe / 512 GB SSD / Windows 10 Home",2899.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",1008
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 1 TB SSD PCIe / 512 GB SSD / Windows 10 Pro",2899.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Pro",1009
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 256 GB SSD PCIe / 1 TB SSD / Windows 10 Pro",2899.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Pro",1010
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 24 GB RAM / 1 TB SSD PCIe / 256 GB SSD",2899.0,0,24,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",1011
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 16 GB RAM / 1 TB SSD PCIe / 512 GB SSD",2899.0,0,16,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",1012
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 12 GB RAM / 2 TB SSD PCIe",2899.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",1013
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 12 GB RAM / 512 GB SSD PCIe / 1 TB SSD",2899.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",1014
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 16 GB RAM / 512 GB SSD PCIe / 1 TB SSD",2899.0,0,16,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",1015
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 1 TB SSD PCIe / 1 TB SSD / Windows 11 S",2899.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",1016
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 2 TB SSD PCIe / 256 GB SSD / Windows 11 S",2899.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",1017
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 2 TB SSD PCIe / 256 GB SSD / Windows 11 S",2899.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",1018
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 2 TB SSD PCIe / 512 GB SSD / Windows 11 S",2899.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",1019
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 2 TB SSD PCIe / 512 GB SSD / Windows 11 S",2899.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",1020
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 256 GB SSD PCIe / 2 TB SSD / Windows 11 S",2899.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",1021
"Asus Vivobook 15 X509JB (X509JB-EJ010T)",2899.0,0,8,"NVIDIA GeForce MX110",2,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",1022
"HP 15s-eq1001nw (37J09EA)",2899.0,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 5 4500U",2.3,6,6,15.6,"Windows 10 Home",1023
"HP 17-by1003ca (6GJ18UAR)",2899.0,0,8,"Intel HD Graphics 620",0,"Intel Core i5-8265U",1.6,4,8,17.3,"Windows 10 Home",1024
"HP 15s-eq2232nw (4N963EAR#AKD)",2899.0,0,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",1025
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 1 TB SSD PCIe / Windows 10 Home",2899.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",1026
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 512 GB SSD PCIe / 256 GB SSD / Windows 10 Home",2899.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",1027
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 512 GB SSD PCIe / 512 GB SSD / Windows 10 Home",2899.0,1,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",1028
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 24 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2899.0,0,24,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",1029
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 1 TB SSD PCIe / Windows 11 Home",2899.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Home",1030
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 512 GB SSD PCIe / 256 GB SSD / Windows 11 Home",2899.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Home",1031
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 512 GB SSD PCIe / 512 GB SSD / Windows 11 Home",2899.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Home",1032
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Pro",2899.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Pro",1033
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 24 GB RAM / 2 TB SSD PCIe / 512 GB SSD",2899.0,0,24,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",1034
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 2 TB SSD PCIe / 1 TB SSD",2899.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",1035
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 512 GB SSD PCIe / 2 TB SSD",2899.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",1036
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 16 GB RAM / 512 GB SSD PCIe / 2 TB SSD",2899.0,0,16,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",1037
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 1 TB SSD PCIe / Windows 10 Home",2899.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",1038
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 512 GB SSD PCIe / 512 GB SSD / Windows 10 Home",2899.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",1039
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 1 TB SSD PCIe / Windows 11 Home",2899.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 11 Home",1040
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 512 GB SSD PCIe / 512 GB SSD / Windows 11 Home",2899.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 11 Home",1041
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 2 TB SSD PCIe / 1 TB SSD",2899.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",1042
"HP Pavilion x360 15-er0635nd (3D0L0EAR)",2899.0,1,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",1043
"Lenovo IdeaPad Flex 5 14ARE05 (81X2000UCF)",2899.0,1,8,"AMD Radeon RX Vega 5",0,"AMD Ryzen 3 4300U",2.7,4,4,14.0,"Windows 10 Home",1044
"Lenovo IdeaPad Flex 5 14ALC05 (82HU00F0MH)",2899.0,1,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,14.0,"Windows 10 S",1045
"Lenovo IdeaPad Flex 5 14ARE05 (81X2003KMH)",2899.0,1,8,"AMD Radeon RX Vega 5",0,"AMD Ryzen 3 4300U",2.7,4,4,14.0,"Windows 10 S",1046
"Lenovo IdeaPad 3 17ITL (82H900GKPB) / 8 GB RAM / 512 GB SSD PCIe / 256 GB SSD / Windows 11 Home",2899.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,17.3,"Windows 11 Home",1047
"HP 15s-fq2032nw i5-1135G7 / 8 GB / W11 / 512 GB (320U3EA)",2899.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.0,"Windows 11 Home",1048
"Lenovo IdeaPad 3 15ABA7 (82RN0055PB) / 16 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2899.0,0,16,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5625U",2.3,6,12,15.6,"Windows 10 Home",1049
"Lenovo IdeaPad 3 15ABA7 (82RN0055PB) / 16 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2899.0,0,16,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5625U",2.3,6,12,15.6,"Windows 11 Home",1050
"Lenovo IdeaPad 3 17ITL6 (82H900TSPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Pro",2899.0,3,8,"Intel UHD Graphics Xe",0,"Intel Core i5-1135G7",2.4,4,8,17.3,"Windows 11 Pro",1051
"Lenovo IdeaPad 3 15ITL6 Core i5-1135G7 / 8 GB / 512 GB (82H8019QPB) / 12 GB RAM / 512 GB SSD PCIe / Windows 10 Pro",2899.0,5,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Pro",1052
